type,dafNodes,repetition,time,justification,peafNodes,iteration,attacks,supports
barabasi,5,86,18,0.017766497461928935,7,788.0,6,9
barabasi,5,79,1216,0.24599002560992048,8,7419.0,6,12
barabasi,5,85,553,0.05723443223443223,8,2184.0,6,12
barabasi,5,75,2724,0.30109315589353614,9,8416.0,6,15
barabasi,5,90,118,0.055293005671077505,8,2116.0,6,12
barabasi,5,81,2481,0.25994281258123214,9,7694.0,6,15
barabasi,5,92,13,0.01282051282051282,9,624.0,6,15
barabasi,5,89,1907,0.11247188202949263,7,4001.0,6,9
barabasi,5,67,6676,0.3677134867713487,9,9298.0,6,15
barabasi,5,72,4984,0.4587571759492396,8,9929.0,6,12
barabasi,5,88,3314,0.7820475212672338,8,6818.0,6,12
barabasi,5,97,200,0.0647010647010647,8,2442.0,6,12
barabasi,5,93,4526,0.2684914067472947,8,7855.0,6,12
barabasi,5,94,4153,0.27371069182389934,8,7950.0,6,12
barabasi,5,43,16706,0.5522403155658946,8,9887.0,6,12
barabasi,5,96,4339,0.17469670710571925,8,5770.0,6,12
barabasi,6,2,25,0.009578544061302681,10,522.0,8,16
barabasi,5,100,710,0.09624749355485535,7,3491.0,6,9
barabasi,6,4,26,0.010752688172043012,8,558.0,8,10
barabasi,5,95,5062,0.20575187394829433,8,6537.0,6,12
barabasi,5,99,1094,0.4187217427044801,8,9732.0,6,12
barabasi,5,61,16111,0.40844633060759755,8,9661.0,6,12
barabasi,6,1,2791,0.12405237767057202,9,4353.0,8,13
barabasi,6,9,50,0.04350382128159906,9,1701.0,8,13
barabasi,6,6,2378,0.1314235731467308,9,4573.0,8,13
barabasi,6,11,3,0.0,10,278.0,8,16
barabasi,5,78,11014,0.7523145042264859,8,7453.0,6,12
barabasi,5,74,12083,0.5641781936533767,6,9832.0,6,6
barabasi,6,14,17,0.013761467889908258,10,654.0,8,16
barabasi,5,11,31227,0.6956419038620527,10,8467.0,6,18
barabasi,6,16,99,0.04902477596204533,9,1897.0,8,13
barabasi,6,15,502,0.05223880597014925,10,2010.0,8,16
barabasi,6,3,4009,0.24622844827586207,10,7424.0,8,16
barabasi,5,77,12295,0.7475162273148761,8,7549.0,6,12
barabasi,6,13,1764,0.1617538688282977,9,5428.0,8,13
barabasi,6,7,4385,0.17586206896551723,11,5800.0,8,19
barabasi,5,87,12044,0.6055910375876872,8,9551.0,6,12
barabasi,6,12,2235,0.12241579558652729,8,4305.0,8,10
barabasi,6,22,334,0.06161745827984596,10,2337.0,8,16
barabasi,6,23,343,0.07547169811320754,7,2809.0,8,7
barabasi,6,26,37,0.01847290640394089,9,812.0,8,13
barabasi,6,27,38,0.014641288433382138,8,683.0,8,10
barabasi,6,10,2928,0.32528198701150735,11,8777.0,8,19
barabasi,5,37,23692,0.5710056151097499,9,9795.0,6,15
barabasi,5,98,8855,0.42040439289746484,9,9743.0,6,15
barabasi,5,91,11534,0.5394604388967184,7,9934.0,6,9
barabasi,6,24,1233,0.13873798579189303,9,4786.0,8,13
barabasi,6,20,2709,0.1955830950111217,10,6294.0,8,16
barabasi,6,29,2341,0.1277167824333408,11,4463.0,8,19
barabasi,5,83,15243,0.3594004561746497,8,9207.0,6,12
barabasi,6,28,2717,0.19655008703908847,12,6319.0,8,22
barabasi,6,33,2380,0.11654955173249333,8,4127.0,8,10
barabasi,6,37,709,0.06722024515618821,7,2529.0,8,7
barabasi,6,39,1,0.002932551319648094,8,341.0,8,10
barabasi,6,19,4795,0.3095015211794992,10,8546.0,8,16
barabasi,6,41,42,0.021668472372697724,9,923.0,8,13
barabasi,6,8,7608,0.42040439289746484,10,9743.0,8,16
barabasi,6,34,3065,0.1456953642384106,10,4983.0,8,16
barabasi,6,43,553,0.08739076154806492,10,3204.0,8,16
barabasi,6,45,22,0.008281573498964804,10,483.0,8,16
barabasi,6,17,6876,0.3556307289393278,10,9164.0,8,16
barabasi,6,40,2805,0.3421842017553605,12,9001.0,8,22
barabasi,6,32,5636,0.30306617734106783,10,8447.0,8,16
barabasi,6,31,6549,0.6340122858066602,9,9279.0,8,13
barabasi,6,50,4726,0.2164750957854406,8,6786.0,8,10
barabasi,6,35,9402,0.3313015012981149,10,8859.0,8,16
barabasi,6,44,7447,0.2820987654320988,9,8100.0,8,13
barabasi,6,51,1869,0.13060686015831136,10,4548.0,8,16
barabasi,6,54,380,0.06784313725490196,10,2550.0,8,16
barabasi,6,55,407,0.042270531400966184,10,1656.0,8,16
barabasi,6,56,96,0.045014245014245016,10,1755.0,8,16
barabasi,6,42,12514,0.5853683668212262,10,9705.0,8,16
barabasi,6,25,16358,0.4160576428203809,7,9715.0,8,7
barabasi,6,59,402,0.06722024515618821,9,2529.0,8,13
barabasi,6,58,1206,0.1246569075937786,9,4372.0,8,13
barabasi,6,61,19,0.009578544061302681,10,522.0,8,16
barabasi,6,62,426,0.04319526627218935,8,1690.0,8,10
barabasi,6,5,23480,0.7644037206719423,8,7203.0,8,10
barabasi,6,64,12,0.008281573498964804,11,483.0,8,19
barabasi,6,60,2020,0.11431387041143139,9,4059.0,8,13
barabasi,6,21,19237,0.3610840108401084,11,9225.0,8,19
barabasi,6,67,108,0.048754636989931106,10,1887.0,8,16
barabasi,6,18,20146,0.39830950641761453,9,9583.0,8,13
barabasi,6,49,12552,0.37358409916648855,10,9358.0,8,16
barabasi,6,66,479,0.10756040530007795,9,3849.0,8,13
barabasi,6,65,922,0.15418502202643172,10,5221.0,8,16
barabasi,6,68,1501,0.0968385075477072,11,3511.0,8,19
barabasi,6,72,2045,0.13390742734122713,10,4645.0,8,16
barabasi,6,63,3806,0.1489655172413793,8,5075.0,8,10
barabasi,6,75,5,0.005076142131979695,9,394.0,8,13
barabasi,6,76,34,0.022821576763485476,9,964.0,8,13
barabasi,6,30,22305,0.36809288325091377,10,9302.0,8,16
barabasi,6,36,20567,0.45686353557750453,12,9922.0,8,22
barabasi,6,48,17759,0.3570105675999564,9,9179.0,8,13
